Year;Region;Industry;professional position category;Gross Pay Total ;Gross Pay Women ;Gross Pay Men ;Gender Pay Gap;;;;;;;;;;;
2018;Central ;SECTOR 2 PRODUCTION;Lowest management;6 851;6 265;6 933; 668;;;;;;;;;;;
2018;Central ;Mining and quarrying;Lowest management;*;*;*;#WERT!;;;;;;;;;;;
2018;Central ;Manufacturing/production of Goods;Lowest management;6 628;6 001;6 766; 765;;;;;;;;;;;
2018;Central ;"Water supply; sewage and waste disposal";Lowest management;*;*;*;#WERT!;;;;;;;;;;;
2018;Central ;Construction ;Lowest management;6 933;*;6 933;#WERT!;;;;;;;;;;;
2018;Central ;SECTOR 3 SERVICES ;Lowest management;6 797;6 197;7 346;1 149;;;;;;;;;;;
2018;Central ;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;6 500;5 951;6 745; 794;;;;;;;;;;;
2018;Central ;Transportation and storage;Lowest management;5 952;*;5 952;#WERT!;;;;;;;;;;;
2018;Central ;Hotels and restaurants;Lowest management;4 886;4 775;5 018; 243;;;;;;;;;;;
2018;Central ;Information and communication;Lowest management;9 293;*;9 474;#WERT!;;;;;;;;;;;
2018;Central ;Financial and insurance services;Lowest management;8 750;8 044;9 198;1 154;;;;;;;;;;;
2018;Central ;Professional, scientific and technical services;Lowest management;8 157;7 766;8 417; 651;;;;;;;;;;;
2018;Central ;Other business services;Lowest management;5 893;5 800;6 154; 354;;;;;;;;;;;
2018;Central ;Health and social work;Lowest management;6 443;6 043;6 987; 944;;;;;;;;;;;
2018;Central ;Arts, entertainment and recreation;Lowest management;5 443;*;*;#WERT!;;;;;;;;;;;
2018;Central ;Other service activities Other service activities;Lowest management;6 577;5 368;*;#WERT!;;;;;;;;;;;
2018;Central ;TOTAL;No management;5 933;5 652;6 112; 460;;;;;;;;;;;
2018;Central ;SECTOR 2 PRODUCTION;No management;5 916;5 332;6 040; 708;;;;;;;;;;;
2018;Central ;Mining and quarrying;No management;5 932;*;5 932;#WERT!;;;;;;;;;;;
2018;Central ;Manufacturing/production of Goods;No management;5 975;5 239;6 190; 951;;;;;;;;;;;
2018;Central ;"Water supply; sewage and waste disposal";No management;5 708;5 841;5 657;- 184;;;;;;;;;;;
2018;Central ;Construction ;No management;5 822;5 762;5 830; 68;;;;;;;;;;;
2018;Central ;SECTOR 3 SERVICES ;No management;5 949;5 733;6 200; 467;;;;;;;;;;;
2018;Central ;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;5 617;5 159;5 949; 790;;;;;;;;;;;
2018;Central ;Transportation and storage;No management;5 248;4 959;5 304; 345;;;;;;;;;;;
2018;Central ;Hotels and restaurants;No management;4 298;4 281;4 332; 51;;;;;;;;;;;
2018;Central ;Information and communication;No management;7 564;6 609;8 008;1 399;;;;;;;;;;;
2018;Central ;Financial and insurance services;No management;7 110;6 546;8 577;2 031;;;;;;;;;;;
2018;Central ;Professional, scientific and technical services;No management;6 342;6 056;6 735; 679;;;;;;;;;;;
2018;Central ;Other business services;No management;5 378;4 678;5 647; 969;;;;;;;;;;;
2018;Central ;Health and social work;No management;5 809;5 670;6 471; 801;;;;;;;;;;;
2018;Central ;Arts, entertainment and recreation;No management;5 027;4 824;5 294; 470;;;;;;;;;;;
2018;Central ;Other service activities Other service activities;No management;5 567;5 167;6 432;1 265;;;;;;;;;;;
2016;Central ;TOTAL;Total ;6 451  ;5 890  ;6 791  ; 901;;;;;;;;;;;
2016;Central ;SECTOR 2 PRODUCTION;Total ;6 302  ;5 416  ;6 440  ;1 024;;;;;;;;;;;
2016;Central ;Mining and quarrying;Total ;6 166  ;*;6 190  ;#WERT!;;;;;;;;;;;
2016;Central ;Manufacturing/production of Goods;Total ;6 369  ;5 299  ;6 658  ;1 359;;;;;;;;;;;
2016;Central ;"Water supply; sewage and waste disposal";Total ;5 910 ;5 433 ;6 054 ;#WERT!;;;;;;;;;;;
2016;Central ;Construction ;Total ;6 174  ;5 880  ;6 196  ; 316;;;;;;;;;;;
2016;Central ;SECTOR 3 SERVICES ;Total ;6 599  ;6 000  ;7 235  ;1 235;;;;;;;;;;;
2016;Central ;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;6 024  ;5 240  ;6 617  ;1 377;;;;;;;;;;;
2016;Central ;Transportation and storage;Total ;5 903  ;5 602  ;5 924  ; 322;;;;;;;;;;;
2016;Central ;Hotels and restaurants;Total ;4 391  ;4 237  ;4 664  ; 427;;;;;;;;;;;
2016;Central ;Information and communication;Total ;8 284  ;6 698  ;9 000  ;2 302;;;;;;;;;;;
2016;Central ;Financial and insurance services;Total ;7 993  ;6 648  ;10 033  ;3 385;;;;;;;;;;;
2016;Central ;Professional, scientific and technical services;Total ;7 668  ;6 708  ;8 750  ;2 042;;;;;;;;;;;
2016;Central ;Other business services;Total ;5 686  ;5 182  ;5 872  ; 690;;;;;;;;;;;
2016;Central ;Health and social work;Total ;6 175  ;5 962  ;7 160  ;1 198;;;;;;;;;;;
2016;Central ;Arts, entertainment and recreation;Total ;5 776  ;5 158  ;6 333  ;1 175;;;;;;;;;;;
2016;Central ;Other service activities Other service activities;Total ;5 895  ;5 382  ;7 337  ;1 955;;;;;;;;;;;
2016;Central ;TOTAL;Top, upper,  middle management;9 786  ;8 496  ;10 210  ;1 714;;;;;;;;;;;
2016;Central ;SECTOR 2 PRODUCTION;Top, upper,  middle management;9 134  ;7 912  ;9 345  ;1 433;;;;;;;;;;;
2016;Central ;Mining and quarrying;Top, upper,  middle management;*;*;*;#WERT!;;;;;;;;;;;
2016;Central ;Manufacturing/production of Goods;Top, upper,  middle management;9 404  ;7 998  ;9 476  ;1 478;;;;;;;;;;;
2016;Central ;"Water supply; sewage and waste disposal";Top, upper,  middle management;9 787  ;*;9 889  ;#WERT!;;;;;;;;;;;
2016;Central ;Construction ;Top, upper,  middle management;8 612  ;*;8 780  ;#WERT!;;;;;;;;;;;
2016;Central ;SECTOR 3 SERVICES ;Top, upper,  middle management;10 175  ;8 592  ;11 037  ;2 445;;;;;;;;;;;
2016;Central ;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;9 461  ;8 461 ;9 628  ;#WERT!;;;;;;;;;;;
2016;Central ;Transportation and storage;Top, upper,  middle management;8 413  ;*;8 576 ;#WERT!;;;;;;;;;;;
2016;Central ;Hotels and restaurants;Top, upper,  middle management;6 156  ;5 561  ;6 583  ;1 022;;;;;;;;;;;
2016;Central ;Information and communication;Top, upper,  middle management;11 468  ;8 904  ;11 681  ;2 777;;;;;;;;;;;
2016;Central ;Financial and insurance services;Top, upper,  middle management;14 072  ;10 793  ;14 538  ;3 745;;;;;;;;;;;
2016;Central ;Professional, scientific and technical services;Top, upper,  middle management;11 128  ;9 939  ;11 864  ;1 925;;;;;;;;;;;
2016;Central ;Other business services;Top, upper,  middle management;8 407 ;7 430 ;9 150 ;#WERT!;;;;;;;;;;;
2016;Central ;Health and social work;Top, upper,  middle management;9 189  ;8 611  ;10 315  ;1 704;;;;;;;;;;;
2016;Central ;Arts, entertainment and recreation;Top, upper,  middle management;8 562 ;7 628 ;9 045 ;#WERT!;;;;;;;;;;;
2016;Central ;Other service activities Other service activities;Top, upper,  middle management;8 873  ;7 880  ;9 302  ;1 422;;;;;;;;;;;
2016;Central ;TOTAL;Lower management;7 808  ;7 096  ;8 175  ;1 079;;;;;;;;;;;
2016;Central ;SECTOR 2 PRODUCTION;Lower management;7 560  ;6 758  ;7 612  ; 854;;;;;;;;;;;
2016;Central ;Mining and quarrying;Lower management;*;*;*;#WERT!;;;;;;;;;;;
2016;Central ;Manufacturing/production of Goods;Lower management;7 887  ;7 123  ;8 002  ; 879;;;;;;;;;;;
2016;Central ;"Water supply; sewage and waste disposal";Lower management;*;*;*;#WERT!;;;;;;;;;;;
2016;Central ;Construction ;Lower management;7 060  ;*;7 123  ;#WERT!;;;;;;;;;;;
2016;Central ;SECTOR 3 SERVICES ;Lower management;7 967  ;7 117  ;8 565  ;1 448;;;;;;;;;;;
2016;Central ;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;7 596  ;7 174  ;8 068  ; 894;;;;;;;;;;;
2016;Central ;Transportation and storage;Lower management;7 305 ;*;7 305 ;#WERT!;;;;;;;;;;;
2016;Central ;Hotels and restaurants;Lower management;4 950  ;4 716 ;5 010 ;#WERT!;;;;;;;;;;;
2016;Central ;Information and communication;Lower management;8 755  ;7 043  ;9 379 ;#WERT!;;;;;;;;;;;
2016;Central ;Financial and insurance services;Lower management;10 211  ;8 914  ;10 834  ;1 920;;;;;;;;;;;
2016;Central ;Professional, scientific and technical services;Lower management;8 499  ;7 581 ;8 970 ;#WERT!;;;;;;;;;;;
2016;Central ;Other business services;Lower management;7 372 ;6 553  ;8 105 ;#WERT!;;;;;;;;;;;
2016;Central ;Health and social work;Lower management;7 193  ;6 916  ;7 775  ; 859;;;;;;;;;;;
2016;Central ;Arts, entertainment and recreation;Lower management;6 898 ;*;*;#WERT!;;;;;;;;;;;
2016;Central ;Other service activities Other service activities;Lower management;6 706 ;5 736 ;7 877 ;#WERT!;;;;;;;;;;;
2016;Central ;TOTAL;Lowest management;6 571  ;5 987  ;6 782  ; 795;;;;;;;;;;;
2016;Central ;SECTOR 2 PRODUCTION;Lowest management;6 624  ;5 553  ;6 660  ;1 107;;;;;;;;;;;
2016;Central ;Mining and quarrying;Lowest management;*;*;*;#WERT!;;;;;;;;;;;
2016;Central ;Manufacturing/production of Goods;Lowest management;6 602  ;5 299  ;6 768  ;1 469;;;;;;;;;;;
2016;Central ;"Water supply; sewage and waste disposal";Lowest management;*;*;*;#WERT!;;;;;;;;;;;
2016;Central ;Construction ;Lowest management;6 580  ;*;6 574  ;#WERT!;;;;;;;;;;;
2016;Central ;SECTOR 3 SERVICES ;Lowest management;6 498  ;6 067  ;7 004  ; 937;;;;;;;;;;;
2016;Central ;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;6 273  ;5 926  ;6 782  ; 856;;;;;;;;;;;
2016;Central ;Transportation and storage;Lowest management;5 963 ;*;*;#WERT!;;;;;;;;;;;
2016;Central ;Hotels and restaurants;Lowest management;4 538  ;4 415  ;*;#WERT!;;;;;;;;;;;
2016;Central ;Information and communication;Lowest management;8 450  ;*;8 637 ;#WERT!;;;;;;;;;;;
2016;Central ;Financial and insurance services;Lowest management;8 273  ;7 765  ;8 768  ;1 003;;;;;;;;;;;
2016;Central ;Professional, scientific and technical services;Lowest management;7 448 ;7 010  ;8 304 ;#WERT!;;;;;;;;;;;
2016;Central ;Other business services;Lowest management;5 472 ;*;5 930 ;#WERT!;;;;;;;;;;;
2016;Central ;Health and social work;Lowest management;6 272  ;6 067  ;6 623  ; 556;;;;;;;;;;;
2016;Central ;Arts, entertainment and recreation;Lowest management;*;*;*;#WERT!;;;;;;;;;;;
2016;Central ;Other service activities Other service activities;Lowest management;5 505 ;5 054 ;*;#WERT!;;;;;;;;;;;
2016;Central ;TOTAL;No management;5 952  ;5 602  ;6 142  ; 540;;;;;;;;;;;
2016;Central ;SECTOR 2 PRODUCTION;No management;5 908  ;5 221  ;6 016  ; 795;;;;;;;;;;;
2016;Central ;Mining and quarrying;No management;5 776  ;*;5 818  ;#WERT!;;;;;;;;;;;
2016;Central ;Manufacturing/production of Goods;No management;5 955  ;5 164  ;6 190  ;1 026;;;;;;;;;;;
2016;Central ;"Water supply; sewage and waste disposal";No management;5 301 ;5 005 ;5 340 ;#WERT!;;;;;;;;;;;
2016;Central ;Construction ;No management;5 805  ;5 724  ;5 811  ; 87;;;;;;;;;;;
2016;Central ;SECTOR 3 SERVICES ;No management;5 996  ;5 709  ;6 312  ; 603;;;;;;;;;;;
2016;Central ;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;5 443  ;4 861  ;5 928  ;1 067;;;;;;;;;;;
2016;Central ;Transportation and storage;No management;5 707  ;5 304  ;5 730  ; 426;;;;;;;;;;;
2016;Central ;Hotels and restaurants;No management;4 160  ;4 133  ;4 228  ; 95;;;;;;;;;;;
2016;Central ;Information and communication;No management;7 443  ;6 390  ;7 877  ;1 487;;;;;;;;;;;
2016;Central ;Financial and insurance services;No management;6 904  ;6 345  ;8 313  ;1 968;;;;;;;;;;;
2016;Central ;Professional, scientific and technical services;No management;6 345  ;6 037  ;6 706  ; 669;;;;;;;;;;;
2016;Central ;Other business services;No management;5 489  ;4 930  ;5 706  ; 776;;;;;;;;;;;
2016;Central ;Health and social work;No management;5 879  ;5 733  ;6 574  ; 841;;;;;;;;;;;
2016;Central ;Arts, entertainment and recreation;No management;5 155  ;4 814  ;5 727  ; 913;;;;;;;;;;;
2016;Central ;Other service activities Other service activities;No management;5 331  ;5 037  ;6 210  ;1 173;;;;;;;;;;;
2014;Central ;TOTAL;Total ;6 352  ;5 812  ;6 663  ; 851;;;;;;;;;;;
2014;Central ;SECTOR 2 PRODUCTION;Total ;6 296  ;5 514  ;6 425  ; 911;;;;;;;;;;;
2014;Central ;Mining and quarrying;Total ;6 295  ;*  ;6 311  ;#WERT!;;;;;;;;;;;
2014;Central ;Manufacturing/production of Goods;Total ;6 392  ;5 366  ;6 652  ;1 286;;;;;;;;;;;
2014;Central ;"Water supply; sewage and waste disposal";Total ;6 687 ;6 118 ;6 778 ;#WERT!;;;;;;;;;;;
2014;Central ;Construction ;Total ;6 118  ;5 840  ;6 136  ; 296;;;;;;;;;;;
2014;Central ;SECTOR 3 SERVICES ;Total ;6 392  ;5 878  ;6 953  ;1 075;;;;;;;;;;;
2014;Central ;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 990  ;5 230  ;6 500  ;1 270;;;;;;;;;;;
2014;Central ;Transportation and storage;Total ;5 440  ;5 206  ;5 465  ; 259;;;;;;;;;;;
2014;Central ;Hotels and restaurants;Total ;4 372  ;4 310  ;4 591  ; 281;;;;;;;;;;;
2014;Central ;Information and communication;Total ;7 867  ;6 350  ;8 396  ;2 046;;;;;;;;;;;
2014;Central ;Financial and insurance services;Total ;7 755  ;6 544  ;9 524  ;2 980;;;;;;;;;;;
2014;Central ;Professional, scientific and technical services;Total ;7 539  ;6 619  ;8 254  ;1 635;;;;;;;;;;;
2014;Central ;Other business services;Total ;5 680  ;5 102  ;5 821  ; 719;;;;;;;;;;;
2014;Central ;Health and social work;Total ;6 136  ;5 884  ;7 222  ;1 338;;;;;;;;;;;
2014;Central ;Arts, entertainment and recreation;Total ;5 708  ;5 316  ;5 956  ; 640;;;;;;;;;;;
2014;Central ;Other service activities Other service activities;Total ;6 171  ;5 134  ;7 334  ;2 200;;;;;;;;;;;
2014;Central ;TOTAL;Top, upper,  middle management;9 618  ;8 106  ;10 000  ;1 894;;;;;;;;;;;
2014;Central ;SECTOR 2 PRODUCTION;Top, upper,  middle management;9 169  ;8 085  ;9 331  ;1 246;;;;;;;;;;;
2014;Central ;Mining and quarrying;Top, upper,  middle management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2014;Central ;Manufacturing/production of Goods;Top, upper,  middle management;10 070  ;8 302 ;10 266  ;#WERT!;;;;;;;;;;;
2014;Central ;"Water supply; sewage and waste disposal";Top, upper,  middle management;9 663 ;*  ;*  ;#WERT!;;;;;;;;;;;
2014;Central ;Construction ;Top, upper,  middle management;7 936  ;*  ;8 066  ;#WERT!;;;;;;;;;;;
2014;Central ;SECTOR 3 SERVICES ;Top, upper,  middle management;9 810  ;8 121  ;10 421  ;2 300;;;;;;;;;;;
2014;Central ;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;8 539 ;7 737 ;9 072 ;#WERT!;;;;;;;;;;;
2014;Central ;Transportation and storage;Top, upper,  middle management;7 926  ;*  ;8 550 ;#WERT!;;;;;;;;;;;
2014;Central ;Hotels and restaurants;Top, upper,  middle management;6 052  ;5 175 ;6 222  ;#WERT!;;;;;;;;;;;
2014;Central ;Information and communication;Top, upper,  middle management;11 030  ;8 158 ;11 251  ;#WERT!;;;;;;;;;;;
2014;Central ;Financial and insurance services;Top, upper,  middle management;12 683  ;10 470 ;13 492  ;#WERT!;;;;;;;;;;;
2014;Central ;Professional, scientific and technical services;Top, upper,  middle management;11 216  ;9 815  ;11 522  ;1 707;;;;;;;;;;;
2014;Central ;Other business services;Top, upper,  middle management;7 890  ;7 714 ;8 050  ;#WERT!;;;;;;;;;;;
2014;Central ;Health and social work;Top, upper,  middle management;8 740  ;8 048  ;10 060  ;2 012;;;;;;;;;;;
2014;Central ;Arts, entertainment and recreation;Top, upper,  middle management;8 214  ;*  ;8 460 ;#WERT!;;;;;;;;;;;
2014;Central ;Other service activities Other service activities;Top, upper,  middle management;8 375 ;6 057 ;9 385 ;#WERT!;;;;;;;;;;;
2014;Central ;TOTAL;Lower management;7 706  ;7 082  ;7 950  ; 868;;;;;;;;;;;
2014;Central ;SECTOR 2 PRODUCTION;Lower management;7 596  ;7 158  ;7 658  ; 500;;;;;;;;;;;
2014;Central ;Mining and quarrying;Lower management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2014;Central ;Manufacturing/production of Goods;Lower management;7 826  ;7 013  ;7 960  ; 947;;;;;;;;;;;
2014;Central ;"Water supply; sewage and waste disposal";Lower management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2014;Central ;Construction ;Lower management;6 864  ;*  ;6 864  ;#WERT!;;;;;;;;;;;
2014;Central ;SECTOR 3 SERVICES ;Lower management;7 785  ;7 054  ;8 390  ;1 336;;;;;;;;;;;
2014;Central ;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;7 608  ;7 165 ;7 681 ;#WERT!;;;;;;;;;;;
2014;Central ;Transportation and storage;Lower management;6 894 ;*  ;7 000 ;#WERT!;;;;;;;;;;;
2014;Central ;Hotels and restaurants;Lower management;5 247  ;*  ;5 313  ;#WERT!;;;;;;;;;;;
2014;Central ;Information and communication;Lower management;8 977  ;7 262  ;9 516  ;2 254;;;;;;;;;;;
2014;Central ;Financial and insurance services;Lower management;10 248  ;9 069  ;10 736  ;1 667;;;;;;;;;;;
2014;Central ;Professional, scientific and technical services;Lower management;8 369  ;7 341  ;9 071  ;1 730;;;;;;;;;;;
2014;Central ;Other business services;Lower management;6 763  ;7 051  ;6 705  ;- 346;;;;;;;;;;;
2014;Central ;Health and social work;Lower management;7 097  ;6 850  ;7 605  ; 755;;;;;;;;;;;
2014;Central ;Arts, entertainment and recreation;Lower management;6 870  ;6 084 ;*  ;#WERT!;;;;;;;;;;;
2014;Central ;Other service activities Other service activities;Lower management;6 204 ;5 674 ;7 575 ;#WERT!;;;;;;;;;;;
2014;Central ;TOTAL;Lowest management;6 507  ;5 961  ;6 708  ; 747;;;;;;;;;;;
2014;Central ;SECTOR 2 PRODUCTION;Lowest management;6 708  ;6 195 ;6 735  ;#WERT!;;;;;;;;;;;
2014;Central ;Mining and quarrying;Lowest management;*  ; -  ;*  ;#WERT!;;;;;;;;;;;
2014;Central ;Manufacturing/production of Goods;Lowest management;6 879  ;5 902  ;7 043  ;1 141;;;;;;;;;;;
2014;Central ;"Water supply; sewage and waste disposal";Lowest management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2014;Central ;Construction ;Lowest management;6 240  ;*  ;6 281  ;#WERT!;;;;;;;;;;;
2014;Central ;SECTOR 3 SERVICES ;Lowest management;6 322  ;5 951  ;6 664  ; 713;;;;;;;;;;;
2014;Central ;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;5 829  ;5 387 ;6 049  ;#WERT!;;;;;;;;;;;
2014;Central ;Transportation and storage;Lowest management;6 402 ;*  ;6 500 ;#WERT!;;;;;;;;;;;
2014;Central ;Hotels and restaurants;Lowest management;4 734  ;4 383 ;*  ;#WERT!;;;;;;;;;;;
2014;Central ;Information and communication;Lowest management;8 424 ;*;8 941 ;#WERT!;;;;;;;;;;;
2014;Central ;Financial and insurance services;Lowest management;8 452  ;7 745  ;9 044  ;1 299;;;;;;;;;;;
2014;Central ;Professional, scientific and technical services;Lowest management;7 048  ;6 749  ;7 341  ; 592;;;;;;;;;;;
2014;Central ;Other business services;Lowest management;5 652  ;6 190 ;5 629  ;#WERT!;;;;;;;;;;;
2014;Central ;Health and social work;Lowest management;6 449  ;6 221  ;6 861  ; 640;;;;;;;;;;;
2014;Central ;Arts, entertainment and recreation;Lowest management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2014;Central ;Other service activities Other service activities;Lowest management;6 232 ;5 550 ;*  ;#WERT!;;;;;;;;;;;
2014;Central ;TOTAL;No management;5 850  ;5 498  ;6 034  ; 536;;;;;;;;;;;
2014;Central ;SECTOR 2 PRODUCTION;No management;5 838  ;5 133  ;5 952  ; 819;;;;;;;;;;;
2014;Central ;Mining and quarrying;No management;6 036  ;*  ;6 082  ;#WERT!;;;;;;;;;;;
2014;Central ;Manufacturing/production of Goods;No management;5 859  ;5 059  ;6 056  ; 997;;;;;;;;;;;
2014;Central ;"Water supply; sewage and waste disposal";No management;5 951 ;*;5 951 ;#WERT!;;;;;;;;;;;
2014;Central ;Construction ;No management;5 772  ;5 517  ;5 792  ; 275;;;;;;;;;;;
2014;Central ;SECTOR 3 SERVICES ;No management;5 859  ;5 598  ;6 127  ; 529;;;;;;;;;;;
2014;Central ;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;5 397  ;4 932  ;5 948  ;1 016;;;;;;;;;;;
2014;Central ;Transportation and storage;No management;5 293  ;5 031  ;5 309  ; 278;;;;;;;;;;;
2014;Central ;Hotels and restaurants;No management;4 233  ;4 181  ;4 273  ; 92;;;;;;;;;;;
2014;Central ;Information and communication;No management;7 000  ;6 019  ;7 298  ;1 279;;;;;;;;;;;
2014;Central ;Financial and insurance services;No management;6 755  ;6 217  ;8 002  ;1 785;;;;;;;;;;;
2014;Central ;Professional, scientific and technical services;No management;6 346  ;6 064  ;6 527  ; 463;;;;;;;;;;;
2014;Central ;Other business services;No management;5 504  ;4 849  ;5 655  ; 806;;;;;;;;;;;
2014;Central ;Health and social work;No management;5 752  ;5 621  ;6 577  ; 956;;;;;;;;;;;
2014;Central ;Arts, entertainment and recreation;No management;5 055  ;4 913  ;5 154  ; 241;;;;;;;;;;;
2014;Central ;Other service activities Other service activities;No management;5 504  ;4 816  ;6 467  ;1 651;;;;;;;;;;;
2012;Central ;TOTAL;Total ;6 313  ;5 608  ;6 722  ;1 114;;;;;;;;;;;
2012;Central ;SECTOR 2 PRODUCTION;Total ;6 313  ;5 438  ;6 462  ;1 024;;;;;;;;;;;
2012;Central ;Mining and quarrying;Total ;6 260  ;*  ;6 260  ;#WERT!;;;;;;;;;;;
2012;Central ;Manufacturing/production of Goods;Total ;6 525  ;5 464  ;6 762  ;1 298;;;;;;;;;;;
2012;Central ;"Water supply; sewage and waste disposal";Total ;5 870 ;4 663 ;6 672 ;#WERT!;;;;;;;;;;;
2012;Central ;Construction ;Total ;5 980  ;5 308  ;6 014  ; 706;;;;;;;;;;;
2012;Central ;SECTOR 3 SERVICES ;Total ;6 311  ;5 646  ;7 119  ;1 473;;;;;;;;;;;
2012;Central ;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 711  ;4 800  ;6 375  ;1 575;;;;;;;;;;;
2012;Central ;Transportation and storage;Total ;5 333  ;4 863 ;5 380  ;#WERT!;;;;;;;;;;;
2012;Central ;Hotels and restaurants;Total ;4 240  ;4 100  ;4 508  ; 408;;;;;;;;;;;
2012;Central ;Information and communication;Total ;8 149  ;6 660  ;8 700  ;2 040;;;;;;;;;;;
2012;Central ;Financial and insurance services;Total ;7 810  ;6 511  ;9 796  ;3 285;;;;;;;;;;;
2012;Central ;Professional, scientific and technical services;Total ;7 499  ;6 491  ;8 342  ;1 851;;;;;;;;;;;
2012;Central ;Other business services;Total ;4 948 ;3 443 ;5 373  ;#WERT!;;;;;;;;;;;
2012;Central ;Health and social work;Total ;5 913  ;5 698  ;7 139  ;1 441;;;;;;;;;;;
2012;Central ;Arts, entertainment and recreation;Total ;5 298  ;4 848  ;5 990  ;1 142;;;;;;;;;;;
2012;Central ;Other service activities Other service activities;Total ;5 870  ;4 666 ;7 233  ;#WERT!;;;;;;;;;;;
2012;Central ;TOTAL;Top, upper,  middle management;9 500  ;7 796  ;10 000  ;2 204;;;;;;;;;;;
2012;Central ;SECTOR 2 PRODUCTION;Top, upper,  middle management;9 080  ;7 800  ;9 224  ;1 424;;;;;;;;;;;
2012;Central ;Mining and quarrying;Top, upper,  middle management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2012;Central ;Manufacturing/production of Goods;Top, upper,  middle management;9 905  ;8 700  ;9 999  ;1 299;;;;;;;;;;;
2012;Central ;"Water supply; sewage and waste disposal";Top, upper,  middle management;10 957 ;*  ;*  ;#WERT!;;;;;;;;;;;
2012;Central ;Construction ;Top, upper,  middle management;7 902  ;*  ;8 002  ;#WERT!;;;;;;;;;;;
2012;Central ;SECTOR 3 SERVICES ;Top, upper,  middle management;9 736  ;7 795  ;10 630  ;2 835;;;;;;;;;;;
2012;Central ;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;8 810  ;6 152  ;9 600  ;3 448;;;;;;;;;;;
2012;Central ;Transportation and storage;Top, upper,  middle management;7 488  ;*  ;8 095  ;#WERT!;;;;;;;;;;;
2012;Central ;Hotels and restaurants;Top, upper,  middle management;5 865  ;5 056  ;6 350  ;1 294;;;;;;;;;;;
2012;Central ;Information and communication;Top, upper,  middle management;11 635  ;9 292 ;11 829  ;#WERT!;;;;;;;;;;;
2012;Central ;Financial and insurance services;Top, upper,  middle management;12 762  ;10 190  ;13 498  ;3 308;;;;;;;;;;;
2012;Central ;Professional, scientific and technical services;Top, upper,  middle management;11 257 ;9 287 ;12 235 ;#WERT!;;;;;;;;;;;
2012;Central ;Other business services;Top, upper,  middle management;6 667 ;4 823 ;6 941 ;#WERT!;;;;;;;;;;;
2012;Central ;Health and social work;Top, upper,  middle management;8 673  ;7 940  ;10 357  ;2 417;;;;;;;;;;;
2012;Central ;Arts, entertainment and recreation;Top, upper,  middle management;7 383  ;*  ;7 417 ;#WERT!;;;;;;;;;;;
2012;Central ;Other service activities Other service activities;Top, upper,  middle management;7 651 ;5 569 ;8 938 ;#WERT!;;;;;;;;;;;
2012;Central ;TOTAL;Lower management;7 622  ;6 638  ;8 044  ;1 406;;;;;;;;;;;
2012;Central ;SECTOR 2 PRODUCTION;Lower management;7 919  ;7 291  ;7 990  ; 699;;;;;;;;;;;
2012;Central ;Mining and quarrying;Lower management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2012;Central ;Manufacturing/production of Goods;Lower management;8 466  ;7 687  ;8 568  ; 881;;;;;;;;;;;
2012;Central ;"Water supply; sewage and waste disposal";Lower management;*  ;*  ;*  ;#WERT!;;;;;;;;;;;
2012;Central ;Construction ;Lower management;6 780  ;*  ;6 814  ;#WERT!;;;;;;;;;;;
2012;Central ;SECTOR 3 SERVICES ;Lower management;7 428  ;6 545  ;8 089  ;1 544;;;;;;;;;;;
2012;Central ;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;6 871  ;5 984  ;7 563  ;1 579;;;;;;;;;;;
2012;Central ;Transportation and storage;Lower management;6 648 ;*  ;6 533 ;#WERT!;;;;;;;;;;;
2012;Central ;Hotels and restaurants;Lower management;4 870  ;4 670 ;5 067 ;#WERT!;;;;;;;;;;;
2012;Central ;Information and communication;Lower management;8 571  ;7 419  ;8 865 ;#WERT!;;;;;;;;;;;
2012;Central ;Financial and insurance services;Lower management;10 261  ;8 962 ;10 766  ;#WERT!;;;;;;;;;;;
2012;Central ;Professional, scientific and technical services;Lower management;8 000  ;6 980  ;8 334  ;1 354;;;;;;;;;;;
2012;Central ;Other business services;Lower management;5 754  ;6 216  ;5 710  ;- 506;;;;;;;;;;;
